species_id,family,genus,species,id_level,full_id
5571,linaceae,indorouchera,m1,genus,0
5572,linaceae,raucheria,punctata,species,1
5573,linaceae,roucheria,griffithianum,species,1
5574,linaceae,roucheria,laxiflora,species,1
5575,linaceae,roucheria,m1,genus,0
5576,linaceae,roucheria,monsalvei,species,1
5577,linaceae,roucheria,punctata,species,1
5578,lissocarpaceae,lissocarpa,stenocarpa,species,1
5579,loganaceae,strychnos,m1,genus,0
5580,loganaceae,strychnos,m2,genus,0
5581,loganaceae,strychnos,m3,genus,0
5582,loganaceae,strychnos,m4,genus,0
5583,loganiaceae,anthocleista,m1,genus,0
5584,loganiaceae,buddleia,skutdaii,species,1
5585,loganiaceae,buddleja,m1,genus,0
5586,loganiaceae,desfontainea,m1,genus,0
5587,loganiaceae,desfontainia,spinosa,species,1
5588,loganiaceae,fagraea,gracilipes,species,1
5589,loganiaceae,fagraea,m1,genus,0
5590,loganiaceae,gelsemium,sempervirens,species,1
5591,loganiaceae,geniostoma,m1,genus,0
5592,loganiaceae,neuburgia,colyocarpus,species,1
5593,loganiaceae,neuburgia,corynocarpacorynocarpum,species,1
5594,loganiaceae,neuburgia,corynocarpus,species,1
5595,loganiaceae,nuxia,coriaceae,species,1
5596,loganiaceae,nuxia,verticillatum,species,1
5597,loganiaceae,potalia,amara,species,1
5598,loganiaceae,strychnos,aculeata,species,1
5599,loganiaceae,strychnos,aff frosii,species,1
5600,loganiaceae,strychnos,amazonica,species,1
5601,loganiaceae,strychnos,axillaris,species,1
5602,loganiaceae,strychnos,cf brachistantha,species,1
5603,loganiaceae,strychnos,cf croatis,species,1
5604,loganiaceae,strychnos,cf darienensis,species,1
5605,loganiaceae,strychnos,cf javariensis,species,1
5606,loganiaceae,strychnos,cf panamensis,species,1
5607,loganiaceae,strychnos,cf panurensis,species,1
5608,loganiaceae,strychnos,cf peckii,species,1
5609,loganiaceae,strychnos,cf ramentifera,species,1
5610,loganiaceae,strychnos,cf sandwithiana,species,1
5611,loganiaceae,strychnos,chlorantha,species,1
5612,loganiaceae,strychnos,colubrina,species,1
5613,loganiaceae,strychnos,congolana,species,1
5614,loganiaceae,strychnos,darienensis,species,1
5615,loganiaceae,strychnos,darienensis cf,species,1
5616,loganiaceae,strychnos,ecuadorensis,species,1
5617,loganiaceae,strychnos,erichsonii,species,1
5618,loganiaceae,strychnos,fendleri,species,1
5619,loganiaceae,strychnos,floribunda,species,1
5620,loganiaceae,strychnos,guianensis,species,1
5621,loganiaceae,strychnos,henryi,species,1
5622,loganiaceae,strychnos,ignatii,species,1
5623,loganiaceae,strychnos,jobertiana,species,1
5624,loganiaceae,strychnos,lucens,species,1
5625,loganiaceae,strychnos,m,genus,0
5626,loganiaceae,strychnos,m1,genus,0
5627,loganiaceae,strychnos,m2,genus,0
5628,loganiaceae,strychnos,m3,genus,0
5629,loganiaceae,strychnos,m4,genus,0
5630,loganiaceae,strychnos,madagascariensis,species,1
5631,loganiaceae,strychnos,minor,species,1
5632,loganiaceae,strychnos,mitscherlichii,species,1
5633,loganiaceae,strychnos,panamensis,species,1
5634,loganiaceae,strychnos,pandensis,species,1
5635,loganiaceae,strychnos,panurensis,species,1
5636,loganiaceae,strychnos,panurensis cf,species,1
5637,loganiaceae,strychnos,peckii,species,1
5638,loganiaceae,strychnos,phaeotricha,species,1
5639,loganiaceae,strychnos,poepigii,species,1
5640,loganiaceae,strychnos,ramentifera,species,1
5641,loganiaceae,strychnos,schunkei,species,1
5642,loganiaceae,strychnos,tabascana,species,1
5643,loganiaceae,strychnos,tricalysioides,species,1
5644,loganiaceaes,strychnos,lucens,species,1
5645,loranthaceae,gaiadendron,m1,genus,0
5646,loranthaceae,gaiadendron,punctatum,species,1
5647,loranthaceae,m1,m1,family,0
5648,lythraceae,lafoensia,m1,genus,0
5649,lythraceae,lafoensia,pacari,species,1
5650,lythraceae,lagerstroemia,duperreana,species,1
5651,lythraceae,lagerstroemia,lanceolata,species,1
5652,lythraceae,lagerstroemia,ludonii,species,1
5653,lythraceae,physocalymma,scaberrirra,species,1
5654,magnoliaceae,liriodendron,tulipifera,species,1
5655,magnoliaceae,liriodendron,tupilifera,species,1
5656,magnoliaceae,magnolia,acuminata,species,1
5657,magnoliaceae,magnolia,grandiflora,species,1
5658,magnoliaceae,magnolia,iltisii,species,1
5659,magnoliaceae,magnolia,kanchirachirae,species,1
5660,magnoliaceae,magnolia,m1,genus,0
5661,magnoliaceae,michelia,compressa,species,1
5662,magnoliaceae,michelia,nilgiria,species,1
5663,magnoliaceae,paramichelia,baillonii,species,1
5664,magnoliaceae,paramichelia,buillonii,species,1
5665,magnoliaceae,talauma,gloriensis,species,1
5666,magnoliaceae,talauma,m1,genus,0
5667,malphigiaceae,barnebeya,dispar,species,1
5668,malphigiaceae,dicella,julianii,species,1
5669,malphigiaceae,dicella,macroptera,species,1
5670,malphigiaceae,spachea,tricarpa,species,1
5671,malpighiaceae,banisteriopsis,cornifolia,species,1
5672,malpighiaceae,banisteriopsis,m1,genus,0
5673,malpighiaceae,banisteriopsis,muricata,species,1
5674,malpighiaceae,banisteriopsis,nummifera,species,1
5675,malpighiaceae,banisteriopsis?,m1,genus,0
5676,malpighiaceae,banisteriposis,lutea,species,1
5677,malpighiaceae,bunchosia,cornifolia,species,1
5678,malpighiaceae,bunchosia,m1,genus,0
5679,malpighiaceae,bunchosia,media,species,1
5680,malpighiaceae,bunchosia,mollis,species,1
5681,malpighiaceae,bunchosia,palmeri,species,1
5682,malpighiaceae,bunchosia,parguariensis,species,1
5683,malpighiaceae,bunchosia,pseudonitida,species,1
5684,malpighiaceae,bunchosia,swartzii,species,1
5685,malpighiaceae,byrsonima,caispa,species,1
5686,malpighiaceae,byrsonima,chrysophylla,species,1
5687,malpighiaceae,byrsonima,crassifolia,species,1
5688,malpighiaceae,byrsonima,m1,genus,0
5689,malpighiaceae,byrsonima,m2,genus,0
5690,malpighiaceae,byrsonima,stipulina,species,1
5691,malpighiaceae,dicella,julianii,species,1
5692,malpighiaceae,diplopterys,caberana,species,1
5693,malpighiaceae,diplopterys,cabrerana,species,1
5694,malpighiaceae,heteropteris,laurifolia,species,1
5695,malpighiaceae,heteropteris,m1,genus,0
5696,malpighiaceae,heteropteris,palmeri,species,1
5697,malpighiaceae,heteropteris,umbellata,species,1
5698,malpighiaceae,heteropterys,m1,genus,0
5699,malpighiaceae,heteropteys,m1,genus,0
5700,malpighiaceae,hiptage,bengalensis,species,1
5701,malpighiaceae,hiptage,m1,genus,0
5702,malpighiaceae,hiraea,fagifolia,species,1
5703,malpighiaceae,hiraea,grandifolia,species,1
5704,malpighiaceae,hiraea,m1,genus,0
5705,malpighiaceae,hiraea,m2,genus,0
5706,malpighiaceae,hiraea,m3,genus,0
5707,malpighiaceae,hiraea,obovata,species,1
5708,malpighiaceae,hiraea,quapara,species,1
5709,malpighiaceae,hiraea,reclinata,species,1
5710,malpighiaceae,jubelina,willburii,species,1
5711,malpighiaceae,m,m1,family,0
5712,malpighiaceae,m1,m1,family,0
5713,malpighiaceae,m2,m1,family,0
5714,malpighiaceae,m3,m1,family,0
5715,malpighiaceae,m4,m1,family,0
5716,malpighiaceae,m5,m1,family,0
5717,malpighiaceae,m6,m1,family,0
5718,malpighiaceae,malphigia,romeroana,species,1
5719,malpighiaceae,malpighia,albiflora,species,1
5720,malpighiaceae,malpighia,emarginata,species,1
5721,malpighiaceae,malpighia,m1,genus,0
5722,malpighiaceae,malvaviscus,arboreus,species,1
5723,malpighiaceae,mascagnia,anisopetala,species,1
5724,malpighiaceae,mascagnia,brevifolia,species,1
5725,malpighiaceae,mascagnia,chlorocarpa,species,1
5726,malpighiaceae,mascagnia,divaricata,species,1
5727,malpighiaceae,mascagnia,hippocratioides,species,1
5728,malpighiaceae,mascagnia,m1,genus,0
5729,malpighiaceae,mascagnia,macrodisca,species,1
5730,malpighiaceae,mascagnia,nervosa,species,1
5731,malpighiaceae,mascagnia,ovatifolia,species,1
5732,malpighiaceae,mascagnia,rigida,species,1
5733,malpighiaceae,ptilochaeta,elegans,species,1
5734,malpighiaceae,stigmaphyllon,eggersii,species,1
5735,malpighiaceae,stigmaphyllon,ellipticum,species,1
5736,malpighiaceae,stigmaphyllon,floribundum,species,1
5737,malpighiaceae,stigmaphyllon,m,genus,0
5738,malpighiaceae,stigmaphyllon,m1,genus,0
5739,malpighiaceae,stigmaphyllon,marginata,species,1
5740,malpighiaceae,stigmaphyllon,periplocifolium,species,1
5741,malpighiaceae,stigmaphyllum?,m1,genus,0
5742,malpighiaceae,tetrapteris,crispa,species,1
5743,malpighiaceae,tetrapteris,discolor,species,1
5744,malpighiaceae,tetrapteris,m1,genus,0
5745,malpighiaceae,tetrapteris,macrocarpa,species,1
5746,malpighiaceae,tetrapteris,schiedeana,species,1
5747,malpighiaceae,tetrapterys,aff crispa,species,1
5748,malpighiaceae,tetrapterys,calophylla,species,1
5749,malpighiaceae,tetrapterys,crispa,species,1
5750,malpighiaceae,tetrapterys,m1,genus,0
5751,malpighiaceae,tetrapterys?,m1,genus,0
5752,malpighiaceae,thryallis,m1,genus,0
5753,malpighiaceae,topobea,m1,genus,0
5754,malpighiaceae,tristellateia,m1,genus,0
5755,malvaceae,hibiscus,elatus,species,1
5756,malvaceae,kydia,calycina,species,1
5757,malvaceae,malvaviscus,arboreus,species,1
5758,malvaceae,malvaviscus,concinnus,species,1
5759,malvaceae,malvaviscus,m,genus,0
5760,malvaceae,malvaviscus,m1,genus,0
5761,malvaceae,pavonia,dasypetala,species,1
5762,malvaceae,perrierophytum,fiscosum,species,1
5763,malvaceae,robinsonella,mirandae,species,1
5764,marantaceae,haumania,danckelmaniana,species,1
5765,marantaceae,haumania,m1,genus,0
5766,marantaceae,hypselodelphys,m1,genus,0
5767,marantaceae,ischnosiphion,killipii,species,1
5768,marantaceae,ischnosiphon,arouma,species,1
5769,marantaceae,ischnosiphon,gracilis,species,1
5770,marantaceae,ischnosiphon,m1,genus,0
5771,marantaceae,m1,m1,family,0
5772,maranthaceae,ischnosiphon,killippii,species,1
5773,marcgraviaceae,ischnosiphon,puberulus,species,1
5774,marcgraviaceae,marcgravia,cf coriacea,species,1
5775,marcgraviaceae,marcgravia,crenata,species,1
5776,marcgraviaceae,marcgravia,m1,genus,0
5777,marcgraviaceae,marcgravia,m2,genus,0
5778,marcgraviaceae,marcgravia,nepenthoides,species,1
5779,marcgraviaceae,marcgravia,rectiflora,species,1
5780,marcgraviaceae,marcgravia,serrae,species,1
5781,marcgraviaceae,marcgravia,trianae,species,1
5782,marcgraviaceae,norantea,m1,genus,0
5783,marcgraviaceae,norantea,sessilis,species,1
5784,marcgraviaceae,norantea,sodiroi,species,1
5785,marcgraviaceae,norantea,sudiroi?,species,1
5786,marcgraviaceae,ruyschia,m1,genus,0
5787,marcgraviaceae,ruyschia,pavonii,species,1
5788,marcgraviaceae,souroubea,m1,genus,0
5789,marcgraviceae,marcgravia,m1,genus,0
5790,melastomataceae,adelobotrys,adscendens,species,1
5791,melastomataceae,adelobotrys,m1,genus,0
5792,melastomataceae,astronia,ferruginea,species,1
5793,melastomataceae,axinaea,m1,genus,0
5794,melastomataceae,axinaea,macrophylla,species,1
5795,melastomataceae,axinea,lanceolata,species,1
5796,melastomataceae,bellucia,m1,genus,0
5797,melastomataceae,blakea,cuneata,species,1
5798,melastomataceae,blakea,m1,genus,0
5799,melastomataceae,blakea,nodosa,species,1
5800,melastomataceae,blakea,podagrica,species,1
5801,melastomataceae,blakea,subconnarea,species,1
5802,melastomataceae,blakea,subconnata,species,1
5803,melastomataceae,blakea/miconia,m1,genus,0
5804,melastomataceae,bucquetia,glutinosa,species,1
5805,melastomataceae,calycogonium,squamulosum,species,1
5806,melastomataceae,clidemia,caudata,species,1
5807,melastomataceae,clidemia,m1,genus,0
5808,melastomataceae,clidemia,m2,genus,0
5809,melastomataceae,clidemia,piperifolia,species,1
5810,melastomataceae,clidemia,septuplinervia,species,1
5811,melastomataceae,conestegia,montana,species,1
5812,melastomataceae,conostegia,bracteata,species,1
5813,melastomataceae,conostegia,cf rubiginosa,species,1
5814,melastomataceae,conostegia,formosa,species,1
5815,melastomataceae,conostegia,m1,genus,0
5816,melastomataceae,conostegia,m2,genus,0
5817,melastomataceae,conostegia,montana,species,1
5818,melastomataceae,conostegia,speciosa,species,1
5819,melastomataceae,conostegia,vulcanicola,species,1
5820,melastomataceae,conostegia,vulcanis,species,1
5821,melastomataceae,dissochaeta,m1,genus,0
5822,melastomataceae,dissochaeta,m2,genus,0
5823,melastomataceae,graffenriedia,anomala,species,1
5824,melastomataceae,graffenriedia,emarginata,species,1
5825,melastomataceae,graffenriedia,gracilis,species,1
5826,melastomataceae,henrietea cf,m1,genus,0
5827,melastomataceae,henrietea,m1,genus,0
5828,melastomataceae,henrietea?,m1,genus,0
5829,melastomataceae,henrietella,m1,genus,0
5830,melastomataceae,henrietella,tuberculosa,species,1
5831,melastomataceae,henriettea,m1,genus,0
5832,melastomataceae,henriettea,tuberculosa,species,1
5833,melastomataceae,henriettella,cf laurancei,species,1
5834,melastomataceae,henriettella,m1,genus,0
5835,melastomataceae,henriettella,trachyphylla,species,1
5836,melastomataceae,henriettia,fascicularis,species,1
5837,melastomataceae,hentiettella,cf laurancei,species,1
5838,melastomataceae,lansium,domesticum,species,1
5839,melastomataceae,leandra,consimilis,species,1
5840,melastomataceae,leandra,dichotoma,species,1
5841,melastomataceae,leandra,m1,genus,0
5842,melastomataceae,leandra,subseriata,species,1
5843,melastomataceae,loreya,m1,genus,0
5844,melastomataceae,loreya,umbellata,species,1
5845,melastomataceae,m1,m1,family,0
5846,melastomataceae,m10,m1,genus,0
5847,melastomataceae,m11,m1,genus,0
5848,melastomataceae,m12,m1,genus,0
5849,melastomataceae,m2,m1,family,0
5850,melastomataceae,m3,m1,family,0
5851,melastomataceae,m3,m2,family,0
5852,melastomataceae,m4,m1,family,0
5853,melastomataceae,m5,m1,family,0
5854,melastomataceae,m6,m1,family,0
5855,melastomataceae,m7,m1,family,0
5856,melastomataceae,m9,m1,family,0
5857,melastomataceae,medinilla,m1,genus,0
5858,melastomataceae,melastoma,m1,genus,0
5859,melastomataceae,memecylon,afzelii,species,1
5860,melastomataceae,memecylon,amplexicaule,species,1
5861,melastomataceae,memecylon,cantleyi,species,1
5862,melastomataceae,memecylon,dichotomum,species,1
5863,melastomataceae,memecylon,lilacinum,species,1
5864,melastomataceae,memecylon,m1,genus,0
5865,melastomataceae,memecylon,m2,genus,0
5866,melastomataceae,memecylon,m3,genus,0
5867,melastomataceae,memecylon,megacarpon,species,1
5868,melastomataceae,memecylon,megacarpum,species,1
5869,melastomataceae,memecylon,mocquerysi,species,1
5870,melastomataceae,memecylon,oligoneuron,species,1
5871,melastomataceae,memecylon,ovalifolium,species,1
5872,melastomataceae,memecylon,ovata,species,1
5873,melastomataceae,memecylon,trinerve,species,1
5874,melastomataceae,memecylon,wallichii,species,1
5875,melastomataceae,meriana,acida,species,1
5876,melastomataceae,meriana,maxima,species,1
5877,melastomataceae,meriania,m1,genus,0
5878,melastomataceae,merriana,grandidens,species,1
5879,melastomataceae,merriania?,m1,genus,0
5880,melastomataceae,miconia (cf ossaea),m1,genus,0
5881,melastomataceae,miconia ?,m1,genus,0
5882,melastomataceae,miconia,acuminifera,species,1
5883,melastomataceae,miconia,aff cundinamarcensis,species,1
5884,melastomataceae,miconia,aff prasina,species,1
5885,melastomataceae,miconia,affinis,species,1
5886,melastomataceae,miconia,alba,species,1
5887,melastomataceae,miconia,aulocalyx,species,1
5888,melastomataceae,miconia,aureoides,species,1
5889,melastomataceae,miconia,barbeyana,species,1
5890,melastomataceae,miconia,barbinervis,species,1
5891,melastomataceae,miconia,brachybotrya,species,1
5892,melastomataceae,miconia,brittonii,species,1
5893,melastomataceae,miconia,calvescens,species,1
5894,melastomataceae,miconia,cf floribunda,species,1
5895,melastomataceae,miconia,cf glomerulifera,species,1
5896,melastomataceae,miconia,cf impetiolaris,species,1
5897,melastomataceae,miconia,cf juruensis,species,1
5898,melastomataceae,miconia cf,m6,genus,0
5899,melastomataceae,miconia,cf resima,species,1
5900,melastomataceae,miconia,cf rugosa,species,1
5901,melastomataceae,miconia,cf splendens,species,1
5902,melastomataceae,miconia,cf subandicola,species,1
5903,melastomataceae,miconia,cf. smithii,species,1
5904,melastomataceae,miconia,crocea,species,1
5905,melastomataceae,miconia,dodecandra,species,1
5906,melastomataceae,miconia,dodecandria,species,1
5907,melastomataceae,miconia,elaeagnoides,species,1
5908,melastomataceae,miconia,elongata,species,1
5909,melastomataceae,miconia,glaucescens,species,1
5910,melastomataceae,miconia,impetiolaris,species,1
5911,melastomataceae,miconia,juruensis,species,1
5912,melastomataceae,miconia,lanata,species,1
5913,melastomataceae,miconia,lasiocalyx,species,1
5914,melastomataceae,miconia,ligustrina,species,1
5915,melastomataceae,miconia,lourteigiana,species,1
5916,melastomataceae,miconia,lugonis,species,1
5917,melastomataceae,miconia,m1,genus,0
5918,melastomataceae,miconia,m10,species,1
5919,melastomataceae,miconia,m11,species,1
5920,melastomataceae,miconia,m12,species,1
5921,melastomataceae,miconia,m13,species,1
5922,melastomataceae,miconia,m14,species,1
5923,melastomataceae,miconia,m15,species,1
5924,melastomataceae,miconia,m16,species,1
5925,melastomataceae,miconia,m1?,species,1
5926,melastomataceae,miconia,m2,genus,0
5927,melastomataceae,miconia,m3,genus,0
5928,melastomataceae,miconia,m4,genus,0
5929,melastomataceae,miconia,m5,genus,0
5930,melastomataceae,miconia,m6,genus,0
5931,melastomataceae,miconia,m7,genus,0
5932,melastomataceae,miconia,m8,genus,0
5933,melastomataceae,miconia,m9,genus,0
5934,melastomataceae,miconia,mazanana,species,1
5935,melastomataceae,miconia,minutiflora,species,1
5936,melastomataceae,miconia,myriantha,species,1
5937,melastomataceae,miconia,nutans,species,1
5938,melastomataceae,miconia,ochracea,species,1
5939,melastomataceae,miconia,pergamentacea,species,1
5940,melastomataceae,miconia,pilgeriana,species,1
5941,melastomataceae,miconia,plumifera,species,1
5942,melastomataceae,miconia,prasina,species,1
5943,melastomataceae,miconia,pubipetala,species,1
5944,melastomataceae,miconia,punctata,species,1
5945,melastomataceae,miconia,punctata?,species,1
5946,melastomataceae,miconia,pustulata,species,1
5947,melastomataceae,miconia,reducens?,species,1
5948,melastomataceae,miconia,rupticalyx,species,1
5949,melastomataceae,miconia,sect. amblyarrhena,species,1
5950,melastomataceae,miconia,serrulata,species,1
5951,melastomataceae,miconia,setulosa,species,1
5952,melastomataceae,miconia,simplex,species,1
5953,melastomataceae,miconia,smargadina,species,1
5954,melastomataceae,miconia,splendens,species,1
5955,melastomataceae,miconia,stevensiana,species,1
5956,melastomataceae,miconia,tetrasperma,species,1
5957,melastomataceae,miconia,theazans,species,1
5958,melastomataceae,miconia,tinifolia,species,1
5959,melastomataceae,miconia,tomentosa,species,1
5960,melastomataceae,miconia,trinervia,species,1
5961,melastomataceae,miconia?,m1,genus,0
5962,melastomataceae,miconia?,m2,genus,0
5963,melastomataceae,mouriri,aff nigra,species,1
5964,melastomataceae,mouriri,cauliflora,species,1
5965,melastomataceae,mouriri,gleasoniana,species,1
5966,melastomataceae,mouriri,m1,genus,0
5967,melastomataceae,mouriri,m2,genus,0
5968,melastomataceae,mouriri,micranthera,species,1
5969,melastomataceae,mouriri,myrtilloides,species,1
5970,melastomataceae,mouriri,nigra,species,1
5971,melastomataceae,mouriri,peruviana,species,1
5972,melastomataceae,ossaea,m1,genus,0
5973,melastomataceae,ossaea,micrantha,species,1
5974,melastomataceae,ossaea,rufibarbis,species,1
5975,melastomataceae,pternandra,echinata,species,1
5976,melastomataceae,pternandra,hirtella,species,1
5977,melastomataceae,tessmanianthus,cf. cenepensis,species,1
5978,melastomataceae,tessmannianthus,calcaratus,species,1
5979,melastomataceae,tibouchina,bicolor,species,1
5980,melastomataceae,tibouchina,m1,genus,0
5981,melastomataceae,tococa,capitata,species,1
5982,melastomataceae,tococa,guianensis,species,1
5983,melastomataceae,tococa,m,genus,0
5984,melastomataceae,tococa,m1,genus,0
5985,melastomataceae,topbea,m1,genus,0
5986,melastomataceae,topobaea,asplundii,species,1
5987,melastomataceae,topobaea,dodsonorum,species,1
5988,melastomataceae,topobaea,dodsonorum cf,species,1
5989,melastomataceae,topobaea,m1,genus,0
5990,melastomataceae,topobaea,m2,genus,0
5991,melastomataceae,topobaea,m3,genus,0
5992,melastomataceae,topobaea,maurofernandeziana,species,1
5993,melastomataceae,topobaea,maurofernandoziana,species,1
5994,melastomataceae,topobaea,{dedsonorum},species,1
5995,melastomataceae,topobaea,{dodsororum},species,1
5996,melastomataceae,topobea,aff inflata,species,1
5997,melastomataceae,topobea,alternifolia,species,1
5998,melastomataceae,topobea,anisophylla?,species,1
5999,melastomataceae,topobea,castanedae,species,1
6000,melastomataceae,topobea,floribunda,species,1
6001,melastomataceae,topobea,m1,genus,0
6002,melastomataceae,topobea,m2,genus,0
6003,melastomataceae,topobea,m3,genus,0
6004,melastomataceae,topobea,pittieri,species,1
6005,melastomataceae,topobea,subconnata,species,1
6006,melastomataceae,warneckea,m1,genus,0
6007,melastomataceae,warneckia,m1,genus,0
6008,meliaceae,aglaia,anamalayana,species,1
6009,meliaceae,aglaia,borneensis,species,1
6010,meliaceae,aglaia,cinerea,species,1
6011,meliaceae,aglaia,cordata,species,1
6012,meliaceae,aglaia,cumingiana,species,1
6013,meliaceae,aglaia,forbesii,species,1
6014,meliaceae,aglaia,glabriflora,species,1
6015,meliaceae,aglaia,m1,genus,0
6016,meliaceae,aglaia,m2,genus,0
6017,meliaceae,aglaia,m3,genus,0
6018,meliaceae,aglaia,m4,genus,0
6019,meliaceae,aglaia,m5,genus,0
6020,meliaceae,aglaia,odorotissima,species,1
6021,meliaceae,aglaia,oligophylla,species,1
6022,meliaceae,aglaia,tenuicaulis,species,1
6023,meliaceae,aglaia,trichilia,species,1
6024,meliaceae,aglaia,trichilia cf,species,1
6025,meliaceae,aglaia,unifolia,species,1
6026,meliaceae,amara,m1,genus,0
6027,meliaceae,aphanamixis,m1,genus,0
6028,meliaceae,aphanamixis,m2,genus,0
6029,meliaceae,aphanamixis,m3,genus,0
6030,meliaceae,aphanamixis,m4,genus,0
6031,meliaceae,aphanamixis,polystachya,species,1
6032,meliaceae,aphanomixis,sumatrana,species,1
6033,meliaceae,astrotrichilia,m1,genus,0
6034,meliaceae,astrotrichilia,m2,genus,0
6035,meliaceae,astrotrichilia,m3,genus,0
6036,meliaceae,cabralea,canjerana,species,1
6037,meliaceae,cabralea,m1,genus,0
6038,meliaceae,carapa,guianensis,species,1
6039,meliaceae,carapa,guianensis?,species,1
6040,meliaceae,carapa,m1,genus,0
6041,meliaceae,carapa,megistocarpa,species,1
6042,meliaceae,carapa,procera,species,1
6043,meliaceae,cedrek,tonduzii,species,1
6044,meliaceae,cedrela,fissilis,species,1
6045,meliaceae,cedrela,lilloi,species,1
6046,meliaceae,cedrela,m1,genus,0
6047,meliaceae,cedrela,montana,species,1
6048,meliaceae,cedrela,odorata,species,1
6049,meliaceae,cedrella,m1,genus,0
6050,meliaceae,chisochaeton,guarea cf,species,1
6051,meliaceae,chisocheton,caramicus,species,1
6052,meliaceae,chisocheton,ceramicus,species,1
6053,meliaceae,chisocheton,guarea cf,species,1
6054,meliaceae,chisocheton,m1,genus,0
6055,meliaceae,chisocheton,m2,genus,0
6056,meliaceae,chisocheton,myristac cf,species,1
6057,meliaceae,chisocheton,patens,species,1
6058,meliaceae,chisocheton,tomentosum,species,1
6059,meliaceae,chisochiton,m1,genus,0
6060,meliaceae,chukrasia,velutina,species,1
6061,meliaceae,dysoxylon,alliaceum,species,1
6062,meliaceae,dysoxylon,arborescens,species,1
6063,meliaceae,dysoxylon,arnoldianum,species,1
6064,meliaceae,dysoxylon,m1,genus,0
6065,meliaceae,dysoxylon,m2,genus,0
6066,meliaceae,dysoxylon,molle,species,1
6067,meliaceae,dysoxylon,parasiticum,species,1
6068,meliaceae,dysoxylon,sagara,species,1
6069,meliaceae,dysoxylum,carolinea,species,1
6070,meliaceae,dysoxylum,m1,genus,0
6071,meliaceae,dysoxylum,m2,genus,0
6072,meliaceae,dysoxylum,m3,genus,0
6073,meliaceae,dysoxylum,molle,species,1
6074,meliaceae,dysoxylum,palasticum,species,1
6075,meliaceae,dysoxylum,sapindac cf,species,1
6076,meliaceae,entandrophragma,angolense,species,1
6077,meliaceae,entandrophragma,cylindricum,species,1
6078,meliaceae,guarea,aff macrophylla ssp pachycarpa,species,1
6079,meliaceae,guarea,aff purusana,species,1
6080,meliaceae,guarea,canjerana,species,1
6081,meliaceae,guarea,cartaguenya,species,1
6082,meliaceae,guarea,caulobotrys,species,1
6083,meliaceae,guarea,cf venenata,species,1
6084,meliaceae,guarea,chinchon,species,1
6085,meliaceae,guarea,corrugata,species,1
6086,meliaceae,guarea,cristata,species,1
6087,meliaceae,guarea,excelsa,species,1
6088,meliaceae,guarea,glabra,species,1
6089,meliaceae,guarea,gomma,species,1
6090,meliaceae,guarea,grandifolia,species,1
6091,meliaceae,guarea,guentheri,species,1
6092,meliaceae,guarea,guidonia,species,1
6093,meliaceae,guarea,guidonia (guidonia),species,1
6094,meliaceae,guarea,inga cf,species,1
6095,meliaceae,guarea,juglandiformis,species,1
6096,meliaceae,guarea,kunthiana,species,1
6097,meliaceae,guarea,kunthiana cf.,species,1
6098,meliaceae,guarea,kunthii,species,1
6099,meliaceae,guarea,kunthii cf,species,1
6100,meliaceae,guarea,laurentii,species,1
6101,meliaceae,guarea,leonensis cf,species,1
6102,meliaceae,guarea,m1,genus,0
6103,meliaceae,guarea,m2,genus,0
6104,meliaceae,guarea,m3,genus,0
6105,meliaceae,guarea,m4,genus,0
6106,meliaceae,guarea,m?,genus,0
6107,meliaceae,guarea,macrophylla,species,1
6108,meliaceae,guarea,macrophylla  ssp pachycarpa,species,1
6109,meliaceae,guarea,macrophylla ssp pachycarpa,species,1
6110,meliaceae,guarea,macrophylla ssp pendulispica,species,1
6111,meliaceae,guarea,macrophylla ssp tuberculata,species,1
6112,meliaceae,guarea,macrophylla ssp tuberculata?,species,1
6113,meliaceae,guarea,macrophylla ssp. pendulispica,species,1
6114,meliaceae,guarea,macrophylla ssp. spiciflora,species,1
6115,meliaceae,guarea,macrophylla ssp. tuberculata,species,1
6116,meliaceae,guarea,macrophylla?,species,1
6117,meliaceae,guarea,pterorachis,species,1
6118,meliaceae,guarea,pterorhachis,species,1
6119,meliaceae,guarea,pubescens,species,1
6120,meliaceae,guarea,pubescens ssp pubescens,species,1
6121,meliaceae,guarea,purusana,species,1
6122,meliaceae,guarea,ramiflora,species,1
6123,meliaceae,guarea,rhopalocarpa,species,1
6124,meliaceae,guarea,rhopalocarpa?,species,1
6125,meliaceae,guarea,rhopalocera,species,1
6126,meliaceae,guarea,silvatica,species,1
6127,meliaceae,guarea,subsetulosa,species,1
6128,meliaceae,guarea,sylvatica,species,1
6129,meliaceae,guarea,thompsonii,species,1
6130,meliaceae,guarea,tonduzii,species,1
6131,meliaceae,guarea,truncatifolia,species,1
6132,meliaceae,guarea,trunciflora,species,1
6133,meliaceae,guaria,guidonia,species,1
6134,meliaceae,lansium,domesticum,species,1
6135,meliaceae,lovoa,m1,genus,0
6136,meliaceae,m1,m1,family,0
6137,meliaceae,m2,m1,family,0
6138,meliaceae,m3,m1,family,0
6139,meliaceae,malleastrum,m1,genus,0
6140,meliaceae,malleastrum,mocquerysii,species,1
6141,meliaceae,quivisianthe,papinae,species,1
6142,meliaceae,reinwardtiodendron,cinerum,species,1
6143,meliaceae,ruagea,glabra,species,1
6144,meliaceae,ruagea,hirsuta,species,1
6145,meliaceae,ruagea,m1,genus,0
